kappaN,kappaA,gammaN,gammaA,sigma1,sigma2,pR,rho,epsilon,phi,frac,bias,xc
0.125807656,0.474564148,0.45,1.431844402,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.22310478,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.017981935,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.004400996,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.199412384,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.03995852,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.856882084,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.612932673,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.830081349,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.45647755,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.018586525,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.016338125,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.438043348,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.505269252,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.140932242,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.853481567,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.710474001,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.85130715,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.180590412,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.574817084,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.321939043,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.487126931,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.256113337,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.864172951,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.676469388,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.000925213,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.754791048,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.42974282,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.906624271,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.301190537,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.643707836,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.992898804,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.339877599,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.789154305,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.215241053,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.512500126,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.692445979,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.038210262,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.618225319,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.85495916,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.131860499,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.6200405,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.846071601,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.156228686,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.878557672,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.727411868,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.452613541,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.050197857,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.456906242,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.850233102,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.939364158,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.444597491,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.586925431,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.300920269,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.971964961,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.950022688,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.08331123,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.677521102,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.132631491,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.776984554,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.756008038,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.498820694,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.656989407,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.654001092,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.163630036,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.141329601,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.518551427,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.156386679,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.560248068,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.454233835,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.437142585,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.047629703,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.233290307,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.648000428,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.491531373,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.828724716,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.012733184,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.439402479,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.343200895,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.403003443,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.022923902,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.277941494,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.890027006,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.737128472,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.616606205,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.563878105,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.133434708,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.566670849,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.006653046,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.712947654,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.914497619,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.736864465,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.639252223,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.594151875,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.441047366,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.371447382,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.240969412,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.319179878,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.303464952,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.552025309,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.180495651,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.71410016,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.192594919,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.689338973,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.87614182,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.251932441,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.056679976,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.931667944,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.976567316,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.348587155,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.896731152,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.150133659,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.400474651,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.299454224,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.710529486,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.162409689,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.85912134,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.870797604,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.913993207,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.630608788,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.064282558,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.756558868,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.703164356,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.551639794,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.035947463,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.684650243,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.961066941,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.761050046,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.099468959,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.846945771,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.373758161,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.583953486,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.029000246,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.241242969,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.151405636,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.511334106,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.514438907,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.096964512,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.876118766,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.562988439,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.654226302,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.564605789,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.030061465,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.146992783,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.433060704,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.804050973,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.757530619,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.56043882,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.64440035,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.225475324,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.759893012,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.463008384,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.824635762,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.215002111,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.174609069,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.91662434,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.477965975,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.966576488,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.104687139,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.787082434,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.950340817,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.799065514,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.419524529,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.181315119,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.709873172,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.295260304,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.090077867,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.380863535,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.788036776,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.224074642,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.889218763,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.855608921,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.683626532,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.033274882,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.092259835,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.278358176,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.026867562,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.999932372,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.492447067,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.175989023,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,0.502738705,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.696052933,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.730620599,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,2.253521265,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.879713271,1,1.1,0.01,150,1,0,0.5,stages,0.5
0.125807656,0.474564148,0.45,1.41066043,1,1.1,0.01,150,1,0,0.5,stages,0.5
